주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자
406-2-000077,노블컨벤션 안쪽,공영,노외,,제주특별자치도 서귀포시 서홍동 322-5,29,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.258965,126.558326,2021-04-18
406-2-000078,자산오차드힐 인근 남측,공영,노외,,제주특별자치도 서귀포시 서홍동 1588-10,5,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4749,33.261125,126.554414,2021-04-18
406-2-000079,자산오차드힐 인근 북측,공영,노외,,제주특별자치도 서귀포시 서호동 1597-4,9,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-2972,33.261563,,2021-04-18
406-2-000080,건강나라 맞은편,공영,노외,,제주특별자치도 서귀포시 서홍동 345-14,107,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.259071,126.556129,2021-04-18
406-2-000081,중문초등학교 서측,공영,노외,,제주특별자치도 서귀포시 중문동 1971-2,7,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3072,33.251636,126.428184,2021-04-18
406-2-000082,중앙 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 서귀동 268-17,14,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.25111435,126.565451,2021-04-18
406-2-000083,천제연폭포 주차장,공영,노외,,제주특별자치도 서귀포시 중문동 2230,118,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,33.253171,126.418764,2021-04-18
406-2-000084,남원 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 남원읍 남원리 180,93,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3132,,,2021-04-18
406-2-000085,대륜서호 공영노외1주차장,공영,노외,,제주특별자치도 서귀포시 서호동 1433,79,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-4765,33.263491,126.511089,2021-04-18
406-2-000086,세한교회 서측,공영,노외,,제주특별자치도 서귀포시 서홍동 1611,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,제주특별자치도 서귀포시청,064-760-3922,33.263736,126.554256,2021-04-18
